id,category,question,expected_tool,ground_truth,answer,actual_tool,routing_correct,latency,total_iterations,context_recall,faithfulness,answer_correctness,failure_mode
F1,factual,How many stories are in the graph?,text2cypher,There are 6 stories.,6 [1].,text2cypher,True,18.932849645614624,1,1.0,1.0,1.0,Excelente
F2,factual,Which characters appear in more than one story?,text2cypher,Sherlock Holmes; Watson; Mrs. Hudson,"Sherlock Holmes, Watson, and Mrs. Hudson appear in more than one story [1, 2, 3].",text2cypher,True,19.25464367866516,1,1.0,1.0,1.0,Excelente
F3,factual,How many deductions does Holmes make in The Adventure of the Speckled Band?,text2cypher,77 deductions,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,61.27958655357361,3,1.0,1.0,0.0,Contexto insuficiente
F4,factual,Which story has the most deductions?,text2cypher,The Adventure Of The Speckled Band (77 deductions),"The Adventure Of The Speckled Band has the most deductions with 77 [1]. Other Sherlock Holmes stories and their respective deduction counts are: Silver Blaze: 67 [2], The Adventure Of The Dancing Men: 65 [3], A Scandal In Bohemia: 50 [4], The Red-Headed League: 34 [5], and The Final Problem: 30 [6].",text2cypher,True,47.62929439544678,2,1.0,1.0,0.15384615384615385,Contexto insuficiente
D1,descriptive,How does Holmes disguise himself in A Scandal in Bohemia?,vector_search,Holmes disguises himself as a drunken groom and later as a Nonconformist clergyman in A Scandal in Bohemia.,Esta información no se encuentra en la base de conocimiento.,vector_search,True,62.51371455192566,3,0.0,1.0,0.0,Contexto insuficiente
D2,descriptive,Describe the atmosphere at the Reichenbach Falls.,vector_search,"Conan Doyle creates a dramatic and deadly atmosphere at Reichenbach Falls, with roaring waters and a precipice where Holmes and Moriarty apparently fall to their deaths.","Las cataratas de Reichenbach son un lugar temible [1]. El torrente, hinchado por la nieve derretida, se precipita en un tremendo abismo, del cual el rocío sube como el humo de una casa en llamas [1]. El constante torbellino y clamor del agua rugiendo y el rocío silbando hacia arriba marean a uno, y se escucha un grito medio humano que resuena desde el abismo [1].",vector_search,True,12.823567867279053,1,1.0,1.0,0.33333333333333337,Contexto insuficiente
D3,descriptive,What role does the cipher play in The Adventure of the Dancing Men?,hybrid_search,"The dancing men cipher is the central mystery: Holmes deciphers it by frequency analysis, uncovering a threat to Elsie Cubitt from her criminal past in America.","El cifrado de los ""hombres danzantes"" se utiliza para ocultar mensajes, dando la impresión de que son meros bocetos infantiles [1]. Holmes lo describe como una forma de escritura secreta, y lo utiliza para descifrar mensajes y para engañar a un prisionero [1, 3].",vector_search,False,23.248584508895874,1,0.0,1.0,0.5714285714285715,Contexto insuficiente
D4,descriptive,How does Holmes use disguise as an investigative method?,hybrid_search,"Holmes uses disguise extensively across stories, adopting personas such as a drunken groom, a Nonconformist clergyman, and an old bookseller to gather information without being recognised.","Holmes cambia su vestuario, su expresión y sus modales, pareciendo que su misma alma varía con cada nuevo papel que asume [1]. Esta habilidad le permite adoptar diferentes roles para sus investigaciones [1]. Un ejemplo es cuando cambió su disfraz antes de ir a Briony Lodge para investigar cómo conseguir que una mujer le mostrara una fotografía [1, 3].",vector_search,False,43.51809525489807,2,0.0,0.75,0.6666666666666666,Contexto insuficiente
S1,structural,Which characters know Holmes AND appear in more than one story?,text2cypher,Watson,Watson [1].,text2cypher,True,29.648350954055786,1,1.0,1.0,0.5,Contexto insuficiente
S2,structural,What objects does Sherlock Holmes use across all stories?,text2cypher,"Alpine-stock; Continental Gazetteer; Holmes's index; bag; bell-rope; black cassock; black clay pipe; boots; box of matches; cable form; cablegram; cane; carpet-bags; chemical vessel; cigar-shaped roll; curious figures; dark lantern; dog-whip; field-glass; glass; half-crown; hand-bag; hat; heavy hunting crop; hieroglyphics; horseshoe; india-rubber band; inscription; iron safe; ivory-handled knife with a very delicate, inflexible blade marked Weiss & Co., London; knees of his trousers; lady's hand-bag; lamp; lantern; large iron safe; lens; letter; little brazen cylinder; long thin cane; magnifying lens; match; matting; monograph upon the subject; morning paper; note; note-book; pack of cards; page torn from a notebook; paper with the curious markings; papers upon which were recorded the antics of the dancing men; photograph; photograph of Mr. John Straker; pistol; plain wooden chair; plumber's smoke-rocket; pocketbook; poker; property; receipt; revolver; sample; screen; sheet of blue paper; sheet of paper; sheet of thick, pink-tinted notepaper; shutters; slip of paper from his notebook; slips of the dancing men; small saucer of milk; special; spirits of wine; stick; stump of a candle; telegram; telegrams; test-tube; the thoroughbred; these papers; twenty fifty-pound notes of the Bank of England; whistle; will of the deceased wife; wire from Hilton Cubitt",Esta información no se encuentra en la base de conocimiento.,text2cypher,True,23.948985815048218,1,0.0,1.0,0.0,Contexto insuficiente
S3,structural,In which stories do crimes of type murder appear?,text2cypher,A Scandal In Bohemia; Silver Blaze; The Adventure Of The Dancing Men; The Final Problem,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,26.878339767456055,1,1.0,1.0,0.0,Contexto insuficiente
A1,adversarial,What happens in The Adventure of the Blue Carbuncle?,vector_search,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,vector_search,True,18.351834297180176,1,0.0,1.0,1.0,Excelente
A2,adversarial,How old is Irene Adler?,text2cypher,Esta información no se encuentra en la base de conocimiento.,Irene Adler nació en Nueva Jersey en 1858 [1]. Esta información no se encuentra en la base de conocimiento.,text2cypher,True,109.10421395301819,3,0.0,1.0,1.0,Excelente
A3,adversarial,What is the name of Sherlock Holmes' brother who appears in Silver Blaze?,text2cypher,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,23.331813097000122,1,1.0,1.0,1.0,Excelente
A4,adversarial,What year was A Scandal in Bohemia first published?,text2cypher,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,20.402332067489624,1,1.0,1.0,1.0,Excelente
R1,robustness,Tell me about the violin-playing detective,vector_search,Sherlock Holmes is an accomplished violinist who plays the instrument to aid his thinking and emotional release.,"El detective es un músico entusiasta, un intérprete muy capaz y un compositor de mérito. Disfruta de la música, y se le describe como alguien que se relaja en ""violin-land"" [2].",vector_search,True,21.690070629119873,1,1.0,1.0,0.888888888888889,Excelente
R2,robustness,En qué relatos sale el Doctor?,text2cypher,A Scandal In Bohemia; Silver Blaze; The Adventure Of The Dancing Men; The Adventure Of The Speckled Band; The Final Problem; The Red-Headed League,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,19.108574867248535,1,1.0,1.0,0.0,Contexto insuficiente
R3,robustness,¿Quién es la mujer que superó a Sherlock Holmes?,vector_search,Irene Adler outwitted Sherlock Holmes in A Scandal in Bohemia by anticipating his plan and fleeing England with the photograph.,Irene Adler es la mujer que superó a Sherlock Holmes [1].,text2cypher,False,29.07817029953003,1,1.0,1.0,0.5714285714285715,Contexto insuficiente
