id,category,question,expected_tool,ground_truth,answer,actual_tool,routing_correct,latency,total_iterations,context_recall,faithfulness,answer_correctness,failure_mode
F1,factual,How many stories are in the graph?,text2cypher,There are 6 stories.,6 [1].,text2cypher,True,14.338817358016968,1,1.0,1.0,1.0,Excelente
F2,factual,Which characters appear in more than one story?,text2cypher,Sherlock Holmes; Watson; Mrs. Hudson,"Sherlock Holmes [1], Watson [2], and Mrs. Hudson [3] appear in more than one story.",text2cypher,True,20.021854639053345,1,1.0,1.0,1.0,Excelente
F3,factual,How many deductions does Holmes make in The Adventure of the Speckled Band?,text2cypher,The Adventure Of The Speckled Band contains 77 deductions.,Holmes makes 77 deductions in The Adventure of the Speckled Band [1].,text2cypher,True,23.045078992843628,1,1.0,1.0,1.0,Excelente
F4,factual,Which story has the most deductions?,text2cypher,The Adventure Of The Speckled Band has 77 deductions; Silver Blaze has 67 deductions; The Adventure Of The Dancing Men has 65 deductions; A Scandal In Bohemia has 50 deductions; The Red-Headed League has 34 deductions; The Final Problem has 30 deductions,"The Adventure Of The Speckled Band has the most deductions with 77 [1]. Other stories and their deduction counts are: Silver Blaze with 67 [2], The Adventure Of The Dancing Men with 65 [3], A Scandal In Bohemia with 50 [4], The Red-Headed League with 34 [5], and The Final Problem with 30 [6].",text2cypher,True,40.57164812088013,2,1.0,1.0,1.0,Excelente
F5,factual,How old is Irene Adler?,text2cypher,Irene Adler was born in 1858.,Irene Adler was born in 1858 [1]. Her age is not specified in the provided context.,text2cypher,True,39.66453504562378,2,1.0,1.0,1.0,Excelente
D1,descriptive,How does Holmes disguise himself in A Scandal in Bohemia?,vector_search,Holmes disguises himself as a drunken groom and later as a Nonconformist clergyman in A Scandal in Bohemia.,"Holmes cambia su disfraz; su expresión, modales y alma varían con cada nuevo papel que asume [3, 4]. Se disfraza de un clérigo inconformista afable y simple de mente, con un sombrero negro ancho, pantalones holgados, corbata blanca y una mirada de curiosidad benévola [4]. También se disfraza de un mozo de cuadra sin trabajo [5].",hybrid_search,False,158.26456022262573,1,0.0,0.3333333333333333,0.15384615384615383,Fallo crítico
D2,descriptive,Describe the atmosphere at the Reichenbach Falls.,hybrid_search,"The Reichenbach Falls is a dreadful place with a tremendous abyss. The torrent, swollen with melting snow, plunges into the abyss from which spray rises like smoke, with the constant swirl and clamour of roaring water.","Es un lugar temible [1]. El torrente, hinchado por la nieve derretida, se precipita en un tremendo abismo, del cual el rocío se eleva como el humo de una casa en llamas [1]. El constante torbellino y clamor del agua verde rugiendo y la cortina de rocío silbando hacia arriba marean a un hombre [1].",hybrid_search,True,20.637831687927246,1,1.0,1.0,0.5714285714285715,Contexto insuficiente
D3,descriptive,What role does the cipher play in The Adventure of the Dancing Men?,hybrid_search,"The dancing men cipher is the central mystery: Holmes deciphers it by frequency analysis, uncovering a threat to Elsie Cubitt from her criminal past in America.","El cifrado, que consiste en figuras de ""hombres danzantes"", se utiliza para ocultar mensajes y dar la impresión de que son meros bocetos aleatorios de niños [1]. Es el medio por el cual se transmiten comunicaciones secretas entre personajes, como la invitación ""COME-HERE-AT-ONCE"" [2]. Descifrar estos mensajes es fundamental para que Holmes resuelva el misterio, revelando nombres y palabras clave [3, 6].",hybrid_search,True,32.20951867103577,1,0.7666666666666667,1.0,0.6666666666666666,Contexto insuficiente
D4,descriptive,How does Holmes use disguise as an investigative method?,hybrid_search,"Holmes uses disguise extensively across stories, adopting personas such as a drunken groom, a Nonconformist clergyman, and an old bookseller to gather information without being recognised.","Holmes utiliza el disfraz para variar su expresión, modales y alma con cada nuevo papel que asume, lo que le permite actuar como un especialista en el crimen [3]. Mientras estaba disfrazado de mozo de cuadra sin trabajo, examinó Briony Lodge, notando detalles como la cerradura Chubb, la sala de estar con ventanas largas y la ventana del pasaje accesible desde la cochera [5]. También ayudó a los mozos de cuadra a frotar sus caballos para obtener información y mezclarse con ellos [5].",vector_search,False,327.7347364425659,3,1.0,0.3333333333333333,0.5454545454545454,Fallo crítico
S1,structural,Which characters know Holmes AND appear in more than one story?,text2cypher,Watson knows Holmes and appears in 6 stories,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,62.21264433860779,3,0.0,1.0,1.0,Excelente
