id,category,question,expected_tool,ground_truth,answer,actual_tool,routing_correct,latency,total_iterations,context_recall,faithfulness,answer_correctness,failure_mode
F1,factual,How many stories are in the graph?,text2cypher,There are 6 stories.,6 [1].,text2cypher,True,25.01395893096924,1,1.0,1.0,1.0,Excelente
F2,factual,Which characters appear in more than one story?,text2cypher,Sherlock Holmes; Watson; Mrs. Hudson,"Sherlock Holmes, Watson, and Mrs. Hudson appear in more than one story [1, 2, 3].",text2cypher,True,21.79296588897705,1,1.0,1.0,1.0,Excelente
F3,factual,How many deductions does Holmes make in The Adventure of the Speckled Band?,text2cypher,77 deductions,0 [1].,text2cypher,True,25.29524517059326,1,0.0,1.0,0.0,Contexto insuficiente
F4,factual,Which story has the most deductions?,text2cypher,The Adventure Of The Speckled Band (77 deductions),"The Adventure Of The Speckled Band has the most deductions with 77 [1]. Other stories include Silver Blaze with 67 deductions [2], The Adventure Of The Dancing Men with 65 deductions [3], A Scandal In Bohemia with 50 deductions [4], The Red-Headed League with 34 deductions [5], and The Final Problem with 30 deductions [6].",text2cypher,True,48.718178510665894,2,1.0,1.0,0.25,Contexto insuficiente
D1,descriptive,How does Holmes disguise himself in A Scandal in Bohemia?,vector_search,Holmes disguises himself as a drunken groom and later as a Nonconformist clergyman in A Scandal in Bohemia.,"Holmes changed his costume, and his expression, manner, and soul varied with every new part he assumed [1]. However, the specific costume or role he adopted as a disguise is not detailed in the provided context.",hybrid_search,False,64.494136095047,3,0.0,1.0,0.2857142857142857,Contexto insuficiente
D2,descriptive,Describe the atmosphere at the Reichenbach Falls.,vector_search,"Conan Doyle creates a dramatic and deadly atmosphere at Reichenbach Falls, with roaring waters and a precipice where Holmes and Moriarty apparently fall to their deaths.","Las cataratas de Reichenbach son un lugar temible [1]. El torrente, hinchado por la nieve derretida, se precipita en un tremendo abismo, del cual el rocío sube como el humo de una casa en llamas [1]. El constante torbellino y clamor del agua rugiendo y el rocío silbando hacia arriba marean a uno, y se escucha un grito medio humano que resuena desde el abismo [1].",vector_search,True,14.412736892700195,1,1.0,1.0,0.33333333333333337,Contexto insuficiente
D3,descriptive,What role does the cipher play in The Adventure of the Dancing Men?,hybrid_search,"The dancing men cipher is the central mystery: Holmes deciphers it by frequency analysis, uncovering a threat to Elsie Cubitt from her criminal past in America.","El cifrado de los ""hombres danzantes"" se utiliza para ocultar mensajes, dando la impresión de que son meros bocetos infantiles [1]. Holmes lo describe como una forma de escritura secreta, y lo utiliza para descifrar mensajes y para engañar a un prisionero [1, 3].",vector_search,False,23.214722156524658,1,0.0,1.0,0.5714285714285715,Contexto insuficiente
D4,descriptive,How does Holmes use disguise as an investigative method?,hybrid_search,"Holmes uses disguise extensively across stories, adopting personas such as a drunken groom, a Nonconformist clergyman, and an old bookseller to gather information without being recognised.","Holmes cambia su vestuario, expresión y modales, variando su ""alma"" con cada nuevo papel que asume [3]. Esta habilidad le permite adoptar diferentes personajes para sus investigaciones. Un ejemplo es cuando cambió su disfraz y esperó en Serpentine Avenue para orquestar una situación que llevara a una dama a mostrarle una fotografía [3, 4].",vector_search,False,43.9166476726532,2,1.0,0.8,0.7368421052631579,Excelente
S1,structural,Which characters know Holmes AND appear in more than one story?,text2cypher,Watson,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,27.99742102622986,1,0.0,1.0,0.0,Contexto insuficiente
S2,structural,What objects does Sherlock Holmes use across all stories?,text2cypher,"Alpine-stock; Continental Gazetteer; Holmes's index; bag; bell-rope; black cassock; black clay pipe; boots; box of matches; cable form; cablegram; cane; carpet-bags; chemical vessel; cigar-shaped roll; curious figures; dark lantern; dog-whip; field-glass; glass; half-crown; hand-bag; hat; heavy hunting crop; hieroglyphics; horseshoe; india-rubber band; inscription; iron safe; ivory-handled knife with a very delicate, inflexible blade marked Weiss & Co., London; knees of his trousers; lady's hand-bag; lamp; lantern; large iron safe; lens; letter; little brazen cylinder; long thin cane; magnifying lens; match; matting; monograph upon the subject; morning paper; note; note-book; pack of cards; page torn from a notebook; paper with the curious markings; papers upon which were recorded the antics of the dancing men; photograph; photograph of Mr. John Straker; pistol; plain wooden chair; plumber's smoke-rocket; pocketbook; poker; property; receipt; revolver; sample; screen; sheet of blue paper; sheet of paper; sheet of thick, pink-tinted notepaper; shutters; slip of paper from his notebook; slips of the dancing men; small saucer of milk; special; spirits of wine; stick; stump of a candle; telegram; telegrams; test-tube; the thoroughbred; these papers; twenty fifty-pound notes of the Bank of England; whistle; will of the deceased wife; wire from Hilton Cubitt",Esta información no se encuentra en la base de conocimiento.,text2cypher,True,29.694061040878296,1,1.0,1.0,0.0,Contexto insuficiente
S3,structural,In which stories do crimes of type murder appear?,text2cypher,A Scandal In Bohemia; Silver Blaze; The Adventure Of The Dancing Men; The Final Problem,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,23.614187479019165,1,1.0,1.0,0.0,Contexto insuficiente
A1,adversarial,What happens in The Adventure of the Blue Carbuncle?,vector_search,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,vector_search,True,15.823643445968628,1,0.0,1.0,1.0,Excelente
A2,adversarial,How old is Irene Adler?,text2cypher,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,88.80518436431885,3,1.0,1.0,1.0,Excelente
A3,adversarial,What is the name of Sherlock Holmes' brother who appears in Silver Blaze?,text2cypher,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,20.719019174575806,1,1.0,1.0,1.0,Excelente
A4,adversarial,What year was A Scandal in Bohemia first published?,text2cypher,Esta información no se encuentra en la base de conocimiento.,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,21.659181356430054,1,1.0,1.0,1.0,Excelente
R1,robustness,Tell me about the violin-playing detective,vector_search,Sherlock Holmes is an accomplished violinist who plays the instrument to aid his thinking and emotional release.,"El detective es un músico entusiasta, un intérprete muy capaz y un compositor de mérito extraordinario [1]. Disfruta de la música, refiriéndose a ella como ""violin-land"" [1].",vector_search,True,20.593860387802124,1,1.0,1.0,0.5714285714285715,Contexto insuficiente
R2,robustness,En qué relatos sale el Doctor?,text2cypher,A Scandal In Bohemia; Silver Blaze; The Adventure Of The Dancing Men; The Adventure Of The Speckled Band; The Final Problem; The Red-Headed League,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,21.035360097885132,1,1.0,1.0,0.0,Contexto insuficiente
R3,robustness,¿Quién es la mujer que superó a Sherlock Holmes?,vector_search,Irene Adler outwitted Sherlock Holmes in A Scandal in Bohemia by anticipating his plan and fleeing England with the photograph.,Esta información no se encuentra en la base de conocimiento.,text2cypher,False,30.619510412216187,1,0.0,1.0,0.0,Contexto insuficiente
S4,structural,What deduction chain does Holmes build in The Red-Headed League?,text2cypher,"Holmes confirms a prior suspicion, stating 'I thought as much'. -> ; He is the fourth smartest man in London, and for daring I am not sure that he has not a claim to be third. -> What I expected to see.; Holmes was interested in the knees of his trousers. -> He is the fourth smartest man in London, and for daring I am not sure that he has not a claim to be third.; Why, dear me, it sounds quite hollow! -> We have at least an hour before us.; Then we have stopped all the holes. -> They have but one retreat... That is back through the house into Saxe-Coburg Square.; he had some strong motive for securing the situation. -> It must, then, be something out of the house.; It must, then, be something out of the house. -> The cellar! There was the end of this tangled clue.; The cellar! There was the end of this tangled clue. -> I could think of nothing save that he was running a tunnel to some other building.;  -> Holmes expected them to come tonight (Saturday).","Holmes deduces that the purpose of the Red-Headed League was to get the pawnbroker out of the way for several hours each day, a method suggested by his accomplice's hair color [4]. The £4 a week was a lure, and the advertisement, temporary office, and incitement to apply secured the pawnbroker's daily absence [4]. Holmes concluded that the assistant, a daring criminal, was running a tunnel from the cellar to another building, based on his working for half wages, his fondness for photography, and his vanishing into the cellar for many hours daily [4].",hybrid_search,False,29.739840507507324,1,0.0,0.0,0.33333333333333337,Fallo crítico
S5,structural,Which characters investigate crimes AND appear in more than one story?,text2cypher,Sherlock Holmes; Watson,Esta información no se encuentra en la base de conocimiento.,text2cypher,True,27.076144695281982,1,1.0,1.0,0.0,Contexto insuficiente
